,User,Content,Like_Count,Quote_Count,Reply_Count,Date,content_words,words,neg,neu,pos,compound,label
2519,1377,"As the #world economy transitions from a ""take-make-waste"" model to one that takes the effects of each product we produce, use, and discard into account, #leaders must work together and concentrate on creating #sustainable long-term value.

Thoughts?",2,0,0,2023-03-13,economy transitions takemakewaste model one takes effects product produce use discard account leaders must work together concentrate creating sustainable longterm valuethoughts,"['economy', 'transitions', 'takemakewaste', 'model', 'one', 'takes', 'effects', 'product', 'produce', 'use', 'discard', 'account', 'leaders', 'must', 'work', 'together', 'concentrate', 'creating', 'sustainable', 'longterm', 'valuethoughts']",0.086,0.819,0.095,0.0516,positive
2520,1462,"Ironic this would happen on @Potus watch,last time he helped clean up the mess of greedy bankers &amp; CEO'S w @BarackObama that crashed the world economy. Twice in 20 yrs Dems have to clean up this mess.",24,0,2,2023-03-13,ironic would happen potus watchlast time helped clean mess greedy bankers amp ceos w barackobama crashed economy twice yrs dems clean mess,"['ironic', 'would', 'happen', 'potus', 'watchlast', 'time', 'helped', 'clean', 'mess', 'greedy', 'bankers', 'amp', 'ceos', 'w', 'barackobama', 'crashed', 'economy', 'twice', 'yrs', 'dems', 'clean', 'mess']",0.301,0.514,0.185,-0.34,negative
2521,486,"What the actual was that Biden statement.

Taxpayers always end up with the tab Joe, the bank fees are just passed onto customers.

Why are dinosaurs in control of the world economy. They won't be living the future of their mess.

While it's technically bullish, it's also scary.",2,0,0,2023-03-13,actual biden statementtaxpayers always end tab joe bank fees passed onto customerswhy dinosaurs control economy wont living future messwhile technically bullish also scary,"['actual', 'biden', 'statementtaxpayers', 'always', 'end', 'tab', 'joe', 'bank', 'fees', 'passed', 'onto', 'customerswhy', 'dinosaurs', 'control', 'economy', 'wont', 'living', 'future', 'messwhile', 'technically', 'bullish', 'also', 'scary']",0.127,0.873,0.0,-0.4939,negative
2522,2504,"@JoeBiden  
Good evening sir.
Sir please  Support world economy and share mkt.
And  please stop fed chair Powell sir Tik tok comments.
That is very dangerous to World war 3.
Please support all world children and families sleepwell and eating one time food.Jai Hind",0,0,0,2023-03-13,joebiden good evening sirsir please support economy share mktand please stop fed chair powell sir tik tok commentsthat dangerous war please support children families sleepwell eating one time foodjai hind,"['joebiden', 'good', 'evening', 'sirsir', 'please', 'support', 'economy', 'share', 'mktand', 'please', 'stop', 'fed', 'chair', 'powell', 'sir', 'tik', 'tok', 'commentsthat', 'dangerous', 'war', 'please', 'support', 'children', 'families', 'sleepwell', 'eating', 'one', 'time', 'foodjai', 'hind']",0.197,0.429,0.373,0.7351,positive
2523,908,@Brian_JBuckley @elonmusk Money is the foundation of the world economy.,0,0,0,2023-03-13,brianjbuckley elonmusk money foundation economy,"['brianjbuckley', 'elonmusk', 'money', 'foundation', 'economy']",0.0,1.0,0.0,0.0,neutral
2524,2477,"@Czarnopis @brithume The American economy is doing fairly well, considering what the world economy has been through. Better than most. 
It’s a worry, as rates increase, for formerly risk-less, scammy businesses, like crypto, I’d imagine. I’d also worry if I was in one of these bloated DEI departments",1,0,1,2023-03-13,czarnopis brithume american economy fairly well considering economy better it’s worry rates increase formerly riskless scammy businesses like crypto i’d imagine i’d also worry one bloated dei departments,"['czarnopis', 'brithume', 'american', 'economy', 'fairly', 'well', 'considering', 'economy', 'better', 'it’s', 'worry', 'rates', 'increase', 'formerly', 'riskless', 'scammy', 'businesses', 'like', 'crypto', 'i’d', 'imagine', 'i’d', 'also', 'worry', 'one', 'bloated', 'dei', 'departments']",0.149,0.54,0.311,0.6486,positive
2525,1492,"Yesterday’s book anniversary kicked off our giveaway. Our thread contains @PeterBlairHenry’s 3 necessary (if not sufficient) principles for a more inclusive, prosperous world economy. Students: Name the 3 in our DMs for chance to win one of our remaining gift copies of TURNAROUND",2,1,0,2023-03-13,yesterday’s book anniversary kicked giveaway thread contains peterblairhenry’s necessary sufficient principles inclusive prosperous economy students name dms chance win one remaining gift copies turnaround,"['yesterday’s', 'book', 'anniversary', 'kicked', 'giveaway', 'thread', 'contains', 'peterblairhenry’s', 'necessary', 'sufficient', 'principles', 'inclusive', 'prosperous', 'economy', 'students', 'name', 'dms', 'chance', 'win', 'one', 'remaining', 'gift', 'copies', 'turnaround']",0.0,0.629,0.371,0.8957,positive
2526,1398,@gilgildner We are in recession of course! And it will go worse and worse! Until all the world economy collapse ! Then Antéchrist will appear on the ground to restore economy and he will succeed! But all those who will follow him will be damned ! Resist and if necessary accept the martyr!,0,0,0,2023-03-13,gilgildner recession course go worse worse economy collapse antéchrist appear ground restore economy succeed follow damned resist necessary accept martyr,"['gilgildner', 'recession', 'course', 'go', 'worse', 'worse', 'economy', 'collapse', 'antéchrist', 'appear', 'ground', 'restore', 'economy', 'succeed', 'follow', 'damned', 'resist', 'necessary', 'accept', 'martyr']",0.425,0.345,0.23,-0.7783,negative
2527,159,"@RenaMilare @cook4beginners The same time,increases in domestic spending we no increased revenue to account for it and finally the Great Recession, and the cost necessary to end it before it brought down the world economy. followed by the Republicans regaining the House and playing their games,which",1,0,1,2023-03-13,renamilare timeincreases domestic spending increased revenue account finally great recession cost necessary end brought economy followed republicans regaining house playing gameswhich,"['renamilare', 'timeincreases', 'domestic', 'spending', 'increased', 'revenue', 'account', 'finally', 'great', 'recession', 'cost', 'necessary', 'end', 'brought', 'economy', 'followed', 'republicans', 'regaining', 'house', 'playing', 'gameswhich']",0.101,0.612,0.288,0.6369,positive
2528,2381,"Systemic Risk. The US Federal Reserve greatly effects the entire world economy and in fact the quality of life. For inflation to be the highest priority of Only The US!! Is absurd. Damaging our banks, our stocks, our wealth and taking down the world economy with it. Not Good!",0,0,0,2023-03-13,systemic risk us federal reserve greatly effects entire economy fact quality life inflation highest priority us absurd damaging banks stocks wealth taking economy good,"['systemic', 'risk', 'us', 'federal', 'reserve', 'greatly', 'effects', 'entire', 'economy', 'fact', 'quality', 'life', 'inflation', 'highest', 'priority', 'us', 'absurd', 'damaging', 'banks', 'stocks', 'wealth', 'taking', 'economy', 'good']",0.171,0.635,0.194,0.1779,positive
2529,243,"Refined #sugar does to the human body, what #fiat does to the world economy.   

The human body thrives by removing refined sugar.
The world economy will thrive by removing fiat. https://t.co/2pASho4f3T",5,1,0,2023-03-13,refined sugar human body fiat economy human body thrives removing refined sugarthe economy thrive removing fiat,"['refined', 'sugar', 'human', 'body', 'fiat', 'economy', 'human', 'body', 'thrives', 'removing', 'refined', 'sugarthe', 'economy', 'thrive', 'removing', 'fiat']",0.0,1.0,0.0,0.0,neutral
2530,2243,SVB #BankCrash is causing tremors in world economy but here in India ek numbri and his bots are still chanting Rahul and Rahul.,0,0,0,2023-03-13,bankcrash causing tremors economy india ek numbri bots still chanting rahul rahul,"['bankcrash', 'causing', 'tremors', 'economy', 'india', 'ek', 'numbri', 'bots', 'still', 'chanting', 'rahul', 'rahul']",0.0,1.0,0.0,0.0,neutral
2531,2255,"I remember Karl max, ""saying capitalism is a necessary evil towards socialism."" The current state of world economy says alot , the mergers ,dissolution  and inflation",0,0,0,2023-03-13,remember karl max saying capitalism necessary evil towards socialism current state economy says alot mergers dissolution inflation,"['remember', 'karl', 'max', 'saying', 'capitalism', 'necessary', 'evil', 'towards', 'socialism', 'current', 'state', 'economy', 'says', 'alot', 'mergers', 'dissolution', 'inflation']",0.216,0.784,0.0,-0.6597,negative
2532,3320,"@LeonidasNFT GM! My 🐸 JPEG has held better value than 99% of the World economy. 

LET’S GO! https://t.co/TW8aWIbxGS",1,0,1,2023-03-13,leonidasnft gm 🐸 jpeg held better value economy let’s go,"['leonidasnft', 'gm', '🐸', 'jpeg', 'held', 'better', 'value', 'economy', 'let’s', 'go']",0.0,0.569,0.431,0.6486,positive
2533,1870,@WallStreetSilv I doubt it. The Demoncrats want the entire world economy flushed down the toilet.,0,0,0,2023-03-13,wallstreetsilv doubt demoncrats want entire economy flushed toilet,"['wallstreetsilv', 'doubt', 'demoncrats', 'want', 'entire', 'economy', 'flushed', 'toilet']",0.255,0.612,0.133,-0.296,negative
2534,599,"#Insights China's economy has every year more weight in terms of world economy participation. And that's a positive thing, said Alessandro Teixeira, professor at @Tsinghua_Uni, former Special Economic Adviser to the President of Brazil. #2023TwoSessions https://t.co/xKQCHADUVw",19,1,0,2023-03-13,insights chinas economy every year weight terms economy participation thats positive thing said alessandro teixeira professor tsinghuauni former special economic adviser president brazil,"['insights', 'chinas', 'economy', 'every', 'year', 'weight', 'terms', 'economy', 'participation', 'thats', 'positive', 'thing', 'said', 'alessandro', 'teixeira', 'professor', 'tsinghuauni', 'former', 'special', 'economic', 'adviser', 'president', 'brazil']",0.0,0.769,0.231,0.743,positive
2535,181,"If you're wondering why there might be a bank run today... it's because this search query is a large subset of the average American...

And the American Economy holds up the world economy.

Buckle up.",0,0,0,2023-03-13,youre wondering might bank run today search query large subset average americanand american economy holds economybuckle,"['youre', 'wondering', 'might', 'bank', 'run', 'today', 'search', 'query', 'large', 'subset', 'average', 'americanand', 'american', 'economy', 'holds', 'economybuckle']",0.0,1.0,0.0,0.0,neutral
2536,821,"@Michael70059466 @catturd2 Hey Michael your opinion doesn't count. You are literally a bot. Btw... It was way better idea to hand Ukraine to Russia instead of making the world economy collapse. But you are a bot, you won't be able to understand.",0,0,0,2023-03-13,hey michael opinion doesnt count literally bot btw way better idea hand ukraine russia instead making economy collapse bot wont able understand,"['hey', 'michael', 'opinion', 'doesnt', 'count', 'literally', 'bot', 'btw', 'way', 'better', 'idea', 'hand', 'ukraine', 'russia', 'instead', 'making', 'economy', 'collapse', 'bot', 'wont', 'able', 'understand']",0.113,0.671,0.216,0.4404,positive
2537,1220,"@RadarHits he current situation bears that it has not yet left, and it is expected to appear in the second half of the year or at the latest in 2024. When the world economy starts to recover first, the cryptocurrency super bull market will naturally follow",2,0,0,2023-03-13,radarhits current situation bears yet left expected appear second half year latest economy starts recover first cryptocurrency super bull market naturally follow,"['radarhits', 'current', 'situation', 'bears', 'yet', 'left', 'expected', 'appear', 'second', 'half', 'year', 'latest', 'economy', 'starts', 'recover', 'first', 'cryptocurrency', 'super', 'bull', 'market', 'naturally', 'follow']",0.0,0.843,0.157,0.5994,positive
2538,645,"@squawksquare Who would guess deregulating finance and train safety one year, leads to world economy collapse (2008 &amp; 2023) and train derailment the next.

But of course then the problem is someone else’s.",3,0,2,2023-03-13,squawksquare would guess deregulating finance train safety one year leads economy collapse amp train derailment nextbut course problem someone else’s,"['squawksquare', 'would', 'guess', 'deregulating', 'finance', 'train', 'safety', 'one', 'year', 'leads', 'economy', 'collapse', 'amp', 'train', 'derailment', 'nextbut', 'course', 'problem', 'someone', 'else’s']",0.23,0.661,0.109,-0.4767,negative
2539,2927,"@GuntherEagleman You won't gonna pay your debt anyway, so , why bother? 
Actually the f**king whole world economy is driven by your debt, so, keep it up and high, we are counting on you US fellows 😃",0,0,0,2023-03-13,gunthereagleman wont gonna pay debt anyway bother actually fking whole economy driven debt keep high counting us fellows 😃,"['gunthereagleman', 'wont', 'gonna', 'pay', 'debt', 'anyway', 'bother', 'actually', 'fking', 'whole', 'economy', 'driven', 'debt', 'keep', 'high', 'counting', 'us', 'fellows', '😃']",0.11,0.639,0.252,0.2769,positive
2540,1411,@LohithAiyappa @wallacemick They were menacing the world economy and stability...and they were all dictators! An important information to consider.,0,0,0,2023-03-13,lohithaiyappa wallacemick menacing economy stabilityand dictators important information consider,"['lohithaiyappa', 'wallacemick', 'menacing', 'economy', 'stabilityand', 'dictators', 'important', 'information', 'consider']",0.0,0.816,0.184,0.2023,positive
2541,1220,"@BTC_Archive he current situation bears that it has not yet left, and it is expected to appear in the second half of the year or at the latest in 2024. When the world economy starts to recover first, the cryptocurrency super bull market will naturally follow🧐",2,0,0,2023-03-13,btcarchive current situation bears yet left expected appear second half year latest economy starts recover first cryptocurrency super bull market naturally follow🧐,"['btcarchive', 'current', 'situation', 'bears', 'yet', 'left', 'expected', 'appear', 'second', 'half', 'year', 'latest', 'economy', 'starts', 'recover', 'first', 'cryptocurrency', 'super', 'bull', 'market', 'naturally', 'follow🧐']",0.0,0.843,0.157,0.5994,positive
2542,981,#Breaking : The World #Economy,0,0,0,2023-03-13,breaking economy,"['breaking', 'economy']",0.0,1.0,0.0,0.0,neutral
2543,2719,"@TimesAlgebraIND What karma you are talking about. This will affect the world economy, there will recession situation like 2008 again. Even we'll see many IT job loss here in India, expect rise in inflation. Fir wohi kahani 👎",2,0,1,2023-03-13,timesalgebraind karma talking affect economy recession situation like even well see job loss india expect rise inflation fir wohi kahani 👎,"['timesalgebraind', 'karma', 'talking', 'affect', 'economy', 'recession', 'situation', 'like', 'even', 'well', 'see', 'job', 'loss', 'india', 'expect', 'rise', 'inflation', 'fir', 'wohi', 'kahani', '👎']",0.198,0.623,0.179,-0.128,negative
2544,2301,"@Artie_Flax @LeeAndersonMP_ UK has had a lost decade worse than Japan in the 1990s. May be a developed world economy, but has been severely economically mismanaged.",0,0,1,2023-03-13,artieflax leeandersonmp uk lost decade worse japan may developed economy severely economically mismanaged,"['artieflax', 'leeandersonmp', 'uk', 'lost', 'decade', 'worse', 'japan', 'may', 'developed', 'economy', 'severely', 'economically', 'mismanaged']",0.457,0.543,0.0,-0.8126,negative
2545,1894,"@AustinFriars If not that, could we at least have a minimum IQ of, say, 85? Anyone below that can not have a basic understanding of how the world, economy, politics, etc, works and subsequently should not be allowed to decide who is more qualified to run a cowntry.",0,0,0,2023-03-13,austinfriars could least minimum iq say anyone basic understanding economy politics etc works subsequently allowed decide qualified run cowntry,"['austinfriars', 'could', 'least', 'minimum', 'iq', 'say', 'anyone', 'basic', 'understanding', 'economy', 'politics', 'etc', 'works', 'subsequently', 'allowed', 'decide', 'qualified', 'run', 'cowntry']",0.0,1.0,0.0,0.0,neutral
2546,1805,"Jaded with education, more Americans are skipping college https://t.co/1jruJN9BAO Fairly confident in predicting that this is just the start of something much larger that is going to reshape the world economy in the years to come...",0,0,0,2023-03-13,jaded education americans skipping college fairly confident predicting start something larger going reshape economy years come,"['jaded', 'education', 'americans', 'skipping', 'college', 'fairly', 'confident', 'predicting', 'start', 'something', 'larger', 'going', 'reshape', 'economy', 'years', 'come']",0.131,0.707,0.162,0.1531,positive
2547,31,Kevin is a terrorist who is also threatening to crash the entire world economy. The guy belongs in Gitmo for life!,0,0,0,2023-03-13,kevin terrorist also threatening crash entire economy guy belongs gitmo life,"['kevin', 'terrorist', 'also', 'threatening', 'crash', 'entire', 'economy', 'guy', 'belongs', 'gitmo', 'life']",0.574,0.426,0.0,-0.8957,negative
2548,1991,The world economy is just one big casino,0,0,1,2023-03-13,economy one big casino,"['economy', 'one', 'big', 'casino']",0.0,1.0,0.0,0.0,neutral
2549,210,"@Sdg13Un Point to the solutions all you want.
We know they're already out there, but, with petrostates like Qatar, Russia, Saudi Arabia and the United Arab Emirates manipulating the world economy (inflation, anybody?) and funding the anti science propaganda, it ain't gonna happen.",1,0,1,2023-03-13,point solutions wantwe know theyre already petrostates like qatar russia saudi arabia united arab emirates manipulating economy inflation anybody funding anti science propaganda aint gonna happen,"['point', 'solutions', 'wantwe', 'know', 'theyre', 'already', 'petrostates', 'like', 'qatar', 'russia', 'saudi', 'arabia', 'united', 'arab', 'emirates', 'manipulating', 'economy', 'inflation', 'anybody', 'funding', 'anti', 'science', 'propaganda', 'aint', 'gonna', 'happen']",0.201,0.592,0.207,0.0516,positive
2550,2577,"@david_r_morgan Largest country in the world,economy size of Italy ....go figure.",0,0,1,2023-03-13,davidrmorgan largest country worldeconomy size italy go figure,"['davidrmorgan', 'largest', 'country', 'worldeconomy', 'size', 'italy', 'go', 'figure']",0.0,1.0,0.0,0.0,neutral
2551,2162,@leadlagreport So is the World Economy.,0,0,0,2023-03-13,leadlagreport economy,"['leadlagreport', 'economy']",0.0,1.0,0.0,0.0,neutral
2552,775,@northernmnkey @Obsayxx @RichardEyre1969 @RichardJMurphy Patiently campaign against the backdrop of a collapsing world economy. There is no other way.,0,0,2,2023-03-13,northernmnkey obsayxx richardjmurphy patiently campaign backdrop collapsing economy way,"['northernmnkey', 'obsayxx', 'richardjmurphy', 'patiently', 'campaign', 'backdrop', 'collapsing', 'economy', 'way']",0.216,0.784,0.0,-0.296,negative
2553,1146,"@rovercrc The current situation bears that it has not yet left, and it is expected to appear in the second half of the year or at the latest in 2024. When the world economy starts to recover first, the cryptocurrency super bull market will naturally follow🧐",1,0,2,2023-03-13,rovercrc current situation bears yet left expected appear second half year latest economy starts recover first cryptocurrency super bull market naturally follow🧐,"['rovercrc', 'current', 'situation', 'bears', 'yet', 'left', 'expected', 'appear', 'second', 'half', 'year', 'latest', 'economy', 'starts', 'recover', 'first', 'cryptocurrency', 'super', 'bull', 'market', 'naturally', 'follow🧐']",0.0,0.843,0.157,0.5994,positive
2554,200,"@SncBuzz @nypost 1st, China &amp; Russia together having a very strong business relationship, 2nd China has taking over world technology 3rd China has taking over world economy 4th China has taking over Americans powerty, 5th China is keep improving 6th China holds the aces with CRISPR gene editing.",0,0,0,2023-03-13,sncbuzz nypost china amp russia together strong business relationship china taking technology china taking economy china taking americans powerty china keep improving china holds aces crispr gene editing,"['sncbuzz', 'nypost', 'china', 'amp', 'russia', 'together', 'strong', 'business', 'relationship', 'china', 'taking', 'technology', 'china', 'taking', 'economy', 'china', 'taking', 'americans', 'powerty', 'china', 'keep', 'improving', 'china', 'holds', 'aces', 'crispr', 'gene', 'editing']",0.0,0.81,0.19,0.7269,positive
2555,1663,@jimcramer Are you trying to crash the world economy? Ffs 🫣,0,0,0,2023-03-13,jimcramer trying crash economy ffs 🫣,"['jimcramer', 'trying', 'crash', 'economy', 'ffs', '\U0001fae3']",0.684,0.316,0.0,-0.7579,negative
2556,3238,"@adamugarba Elaborate more on this since you want to analyse world economy, you should do that with facts that will show us you truly understand what you by ""wider role"" or better still add ""copied """,0,0,0,2023-03-13,adamugarba elaborate since want analyse economy facts show us truly understand wider role better still add copied,"['adamugarba', 'elaborate', 'since', 'want', 'analyse', 'economy', 'facts', 'show', 'us', 'truly', 'understand', 'wider', 'role', 'better', 'still', 'add', 'copied']",0.0,0.664,0.336,0.7269,positive
2557,2749,"Masatoshi Ito, billionaire who made 7-Eleven a global giant, dies at 98 - https://t.co/J58XKXMxyc{ 
""In the early years of his relationship with Dr Drucker, the two would connect in America or Japan and spend long evenings discussing the world economy, the Japanese economy, an...",0,0,0,2023-03-13,masatoshi ito billionaire made eleven global giant dies early years relationship dr drucker two would connect america japan spend long evenings discussing economy japanese economy,"['masatoshi', 'ito', 'billionaire', 'made', 'eleven', 'global', 'giant', 'dies', 'early', 'years', 'relationship', 'dr', 'drucker', 'two', 'would', 'connect', 'america', 'japan', 'spend', 'long', 'evenings', 'discussing', 'economy', 'japanese', 'economy']",0.0,1.0,0.0,0.0,neutral
2558,2804,#JoeBiden is destabilizing the world economy. #STUPIDO in charge. How bad will the stocks crash today? Giving me jitters.,2,0,0,2023-03-13,joebiden destabilizing economy stupido charge bad stocks crash today giving jitters,"['joebiden', 'destabilizing', 'economy', 'stupido', 'charge', 'bad', 'stocks', 'crash', 'today', 'giving', 'jitters']",0.373,0.482,0.145,-0.5859,negative
2559,724,"Now that the American Government has saved the world economy. 

It’s time to build.",43,0,3,2023-03-13,american government saved economy it’s time build,"['american', 'government', 'saved', 'economy', 'it’s', 'time', 'build']",0.0,0.682,0.318,0.4215,positive
2560,1920,@ChuckCallesto The entire world economy collapsed during the Trump admin.  You midget be the biggest liar in Twitter - and that’s a n accomplishment!,0,0,0,2023-03-13,chuckcallesto entire economy collapsed trump admin midget biggest liar twitter that’s n accomplishment,"['chuckcallesto', 'entire', 'economy', 'collapsed', 'trump', 'admin', 'midget', 'biggest', 'liar', 'twitter', 'that’s', 'n', 'accomplishment']",0.351,0.649,0.0,-0.6597,negative
2561,710,"@LibertyLockPod Decades of America trouncing around the world overthrowing regimes, maintaining a central position in the world economy, and just generally acting a menace to anyone who has something they want has consequences. https://t.co/0yD7qfy5Rg",0,0,0,2023-03-13,libertylockpod decades america trouncing around overthrowing regimes maintaining central position economy generally acting menace anyone something want consequences,"['libertylockpod', 'decades', 'america', 'trouncing', 'around', 'overthrowing', 'regimes', 'maintaining', 'central', 'position', 'economy', 'generally', 'acting', 'menace', 'anyone', 'something', 'want', 'consequences']",0.156,0.78,0.063,-0.4404,negative
2562,3350,@NewsAsset If you think the dollar is collapsing because the DXY is on 103.8 you haven't been paying attention on the rest of the world economy. In addition it will be easier the raise the debt ceiling to 'save' the US-economy which was doing great. Right?,0,0,0,2023-03-13,newsasset think dollar collapsing dxy havent paying attention rest economy addition easier raise debt ceiling save useconomy great right,"['newsasset', 'think', 'dollar', 'collapsing', 'dxy', 'havent', 'paying', 'attention', 'rest', 'economy', 'addition', 'easier', 'raise', 'debt', 'ceiling', 'save', 'useconomy', 'great', 'right']",0.163,0.486,0.351,0.7506,positive
2563,1584,@JesseCohenInv The world economy is in this man's hands https://t.co/ODqMoTn4wH,3,0,2,2023-03-13,jessecoheninv economy mans hands,"['jessecoheninv', 'economy', 'mans', 'hands']",0.0,1.0,0.0,0.0,neutral
2564,3202,"@beevi___ He is such a kind person that, to help people he made Corona virus in wuhan lab and spread it to the world and destroyed the world economy.. Just a commi thing 😪",2,0,1,2023-03-13,beevi kind person help people made corona virus wuhan lab spread destroyed economy commi thing 😪,"['beevi', 'kind', 'person', 'help', 'people', 'made', 'corona', 'virus', 'wuhan', 'lab', 'spread', 'destroyed', 'economy', 'commi', 'thing', '😪']",0.15,0.563,0.286,0.4404,positive
2565,1035,@SquawkCNBC @RepSwalwell Swalwell comes on to explain that these constituents of his are the most important part of the California economy and therefore of the world economy and therefore #TooBigToFail,0,0,0,2023-03-13,squawkcnbc repswalwell swalwell comes explain constituents important part california economy therefore economy therefore toobigtofail,"['squawkcnbc', 'repswalwell', 'swalwell', 'comes', 'explain', 'constituents', 'important', 'part', 'california', 'economy', 'therefore', 'economy', 'therefore', 'toobigtofail']",0.0,0.878,0.122,0.2023,positive
2566,1681,"@mjfree Except the world, economy, fuel industry, and you",0,0,0,2023-03-13,mjfree except economy fuel industry,"['mjfree', 'except', 'economy', 'fuel', 'industry']",0.0,1.0,0.0,0.0,neutral
2567,910,"@weltghost This sounds like the cope about getting Germs to spend more on holidays, silly ideologues thinking the world economy isn't negative-sum",0,0,1,2023-03-13,weltghost sounds like cope getting germs spend holidays silly ideologues thinking economy isnt negativesum,"['weltghost', 'sounds', 'like', 'cope', 'getting', 'germs', 'spend', 'holidays', 'silly', 'ideologues', 'thinking', 'economy', 'isnt', 'negativesum']",0.0,0.64,0.36,0.6369,positive
2568,2744,"#UkraineRussiaWar has reached stalemate. Time to negotiate.  If so, good news for world economy in particular UK/RUS stocks which should bounce. #EUA 📈",14,0,0,2023-03-13,ukrainerussiawar reached stalemate time negotiate good news economy particular ukrus stocks bounce eua 📈,"['ukrainerussiawar', 'reached', 'stalemate', 'time', 'negotiate', 'good', 'news', 'economy', 'particular', 'ukrus', 'stocks', 'bounce', 'eua', '📈']",0.0,0.719,0.281,0.5106,positive
2569,2102,"World economy:3:rd USA bank falling. First Republic bank falling despite support from Fed, JP Morgan Chase. After trading started 2/3 value dissapeared. https://t.co/Q6iQzltqbH",1,0,0,2023-03-13,economyrd usa bank falling first republic bank falling despite support fed jp morgan chase trading started value dissapeared,"['economyrd', 'usa', 'bank', 'falling', 'first', 'republic', 'bank', 'falling', 'despite', 'support', 'fed', 'jp', 'morgan', 'chase', 'trading', 'started', 'value', 'dissapeared']",0.314,0.579,0.107,-0.3919,negative
2570,3501,"Watch  #TRTWorldForum2022’s session “Between Recession and Stagflation: The World Economy at the Crossroads"" with @SaleemMandvi, Livio Manzini, Wosko Maciej from @GazetaBankowa and Yusif Abdullayev, moderated by @AuskarSurbakti here: https://t.co/fYyx6dBbBd",1,0,0,2023-03-13,watch ’s session “between recession stagflation economy crossroads saleemmandvi livio manzini wosko maciej gazetabankowa yusif abdullayev moderated auskarsurbakti,"['watch', '’s', 'session', '“between', 'recession', 'stagflation', 'economy', 'crossroads', 'saleemmandvi', 'livio', 'manzini', 'wosko', 'maciej', 'gazetabankowa', 'yusif', 'abdullayev', 'moderated', 'auskarsurbakti']",0.141,0.859,0.0,-0.4215,negative
2571,2712,"@AshudeepSuri @Jagvir_Law @SpiritOfCongres @rishibagree There is also a concept of ""base effect"" that you are completely ignoring. When IMF, world bank comes out and says that India is the only bright spot in world economy....and you still have the audacity to compare. In fact these 1991 reforms were also forced by IMF. Just the",0,0,0,2023-03-13,ashudeepsuri jagvirlaw spiritofcongres rishibagree also concept base effect completely ignoring imf bank comes says india bright spot economyand still audacity compare fact reforms also forced imf,"['ashudeepsuri', 'jagvirlaw', 'spiritofcongres', 'rishibagree', 'also', 'concept', 'base', 'effect', 'completely', 'ignoring', 'imf', 'bank', 'comes', 'says', 'india', 'bright', 'spot', 'economyand', 'still', 'audacity', 'compare', 'fact', 'reforms', 'also', 'forced', 'imf']",0.188,0.721,0.091,-0.4754,negative
2572,1441,"@andr_nordstrom @Marcuzo999 Russia is 10% of world oil production, the sanctions are designed to keep that oil in the world market in order to not crash the world economy. However with a capped price so Russia makes as little as possible. Most ppl at Twitter seem to think the idea is to block the oil.
FT 👇 https://t.co/xNVrah51Ey",4,0,1,2023-03-13,andrnordstrom russia oil production sanctions designed keep oil market order crash economy however capped price russia makes little possible ppl twitter seem think idea block oilft 👇,"['andrnordstrom', 'russia', 'oil', 'production', 'sanctions', 'designed', 'keep', 'oil', 'market', 'order', 'crash', 'economy', 'however', 'capped', 'price', 'russia', 'makes', 'little', 'possible', 'ppl', 'twitter', 'seem', 'think', 'idea', 'block', 'oilft', '👇']",0.189,0.811,0.0,-0.6808,negative
2573,1555,"With the decarbonization of the world economy Green Hydrogen becomes the fuel of the future.

#GreenHydrogen #REC #RECLindia #SustainableConsumption #GreenEnergy #PowerSector #CSRinitiatives #SustainableGrowth #EnvironmentalSustainability #RuralInfrastructure @mnreindia https://t.co/a0v25Qo27q",10,0,0,2023-03-13,decarbonization economy green hydrogen becomes fuel futuregreenhydrogen rec reclindia sustainableconsumption greenenergy powersector csrinitiatives sustainablegrowth environmentalsustainability ruralinfrastructure mnreindia,"['decarbonization', 'economy', 'green', 'hydrogen', 'becomes', 'fuel', 'futuregreenhydrogen', 'rec', 'reclindia', 'sustainableconsumption', 'greenenergy', 'powersector', 'csrinitiatives', 'sustainablegrowth', 'environmentalsustainability', 'ruralinfrastructure', 'mnreindia']",0.0,1.0,0.0,0.0,neutral
2574,721,"China’s economy has been expanding quickly in recent years and is now a significant contributor to the expansion of the world economy.

#economy #china #global #news

https://t.co/IgExmSsicc https://t.co/5t2S1jDHNP",0,0,0,2023-03-13,china’s economy expanding quickly recent years significant contributor expansion economyeconomy china global news,"['china’s', 'economy', 'expanding', 'quickly', 'recent', 'years', 'significant', 'contributor', 'expansion', 'economyeconomy', 'china', 'global', 'news']",0.0,0.87,0.13,0.2023,positive
2575,70,"@PaulTune5 @Ahwene_Pa_Nkasa @Colourz_0 No they not. You are they don't pay for their land, water municipality. Hell they probably own more land than you'll ever own. They don't suffer from world economy because they actually plant and harvest their own food. Your mentality is the one deems them poor .",0,0,2,2023-03-13,ahwenepankasa dont pay land water municipality hell probably land youll ever dont suffer economy actually plant harvest food mentality one deems poor,"['ahwenepankasa', 'dont', 'pay', 'land', 'water', 'municipality', 'hell', 'probably', 'land', 'youll', 'ever', 'dont', 'suffer', 'economy', 'actually', 'plant', 'harvest', 'food', 'mentality', 'one', 'deems', 'poor']",0.258,0.603,0.139,-0.6761,negative
